"","sequencing_sample_id","sample_site_code","rna_plate_number","rna_plate_length","rna_plate_width","rna_sample_plate_position","rna_sample_plate_position_row","rna_sample_plate_position_column","sample_id","timestamp_sample_collected","sample_site_name","sample_city_name","rna_sample_plate_position_ind","sars_cov2_gc_l_mean","raw_ansis_sars_ct_repc_1","raw_ansis_sars_ct_repc_2","raw_ansis_sars_ct_repc_3","analysis_lab_code","analysis_lab_comments","sequencing_lab_code","sequencing_platform","sequencing_run_id","sequencing_run_date","sequencing_library_method","sequencing_library_protocol_version","sequencing_primer_set_version","sequencing_rna_plate_name","sequencing_rna_sample_plate_position","sequencing_lab_comments","data_model_version","grid_reference_east","grid_reference_north","grab_compo_ind","longitude","latitude","delta.mu","delta.se","delta.n","omicron.mu","omicron.se","omicron.n"
"431","5_seqloc_G6_2134713_C6_2108675_46","UKENSO_SW_TP000008",2134713,12,8,"C6","C",6,"2108675-46","12122021:1005","FAREHAM AND GOSPORT, HAMBLE, HEDGE END (PEEL COMMON) STW""",NA,"SAMPLE",173.6,-4,41.206,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,456846,103242,"Grab",-1.1942795293839,50.8259344876184,1,0,3,NA,NA,0
"432","5_seqloc_G7_2134713_C7_2108723_37","UKENSO_SW_TP000027",2134713,12,8,"C7","C",7,"2108723-37","12122021:0920","HYTHE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,615620,133984,"Grab",1.07596379681233,51.0646797709375,0.845628415300546,0.0893541577694667,10,0.859770986215431,0.0273866077897361,8
"433","5_seqloc_G8_2134713_C8_2110697_10","UKENSO_SW_TP000020",2134713,12,8,"C8","C",8,"2110697-10","12122021:1140","TONBRIDGE STW",NA,"SAMPLE",2094.4,37.895,39.205,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,559968,146230,"Grab",0.287921186684005,51.1929049329321,0.941365870191493,0.0630956604234922,10,0.557542044413332,0.150274180532172,10
"434","5_seqloc_G9_2134713_C9_2108681_42","UKENSO_SW_TP000033",2134713,12,8,"C9","C",9,"2108681-42","12122021:1400","CANTERBURY STW",NA,"SAMPLE",3305.6,37.222,38.413,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,616939,159720,"Composite",1.11028338698272,51.2952607958999,0.236647493837305,0.116452107092196,12,0.702782426010139,0.0695511794158774,10
"435","5_seqloc_H1_2134713_D1_2110678_16","UKENSO_SW_TP000001",2134713,12,8,"D1","D",1,"2110678-16","12122021:1020","SOUTHAMPTON WEST (MILLBROOK) STW",NA,"SAMPLE",6898.351746,36.29797631,36.8828092,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,438718,112480,"Grab",-1.45066684989734,50.9104955406385,1,0,9,0,0,10
"436","5_seqloc_H10_2134713_D10_2108699_48","UKENSO_SW_TP000002",2134713,12,8,"D10","D",10,"2108699-48","12122021:1310","LYMINGTON, PENNINGTON, NEW MILTON   STW""",NA,"SAMPLE",2099.849625,37.33446376,1000,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,431073,93459,"Composite",-1.56100734183366,50.7399147896174,1,0,5,0.630460448642267,0.146986183948033,9
"437","5_seqloc_H2_2134713_D2_2110686_08","UKENSO_SW_TP000090",2134713,12,8,"D2","D",2,"2110686-08","12122021:1135","LITTLEHAMPTON AND BOGNOR   STW",NA,"SAMPLE",34255.2,34.319,33.859,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,499695,103145,"Composite",-0.58609927267454,50.8192783827087,0.826901728603901,0.0605709698785491,12,0.00819945344004636,0.0064284044527873,10
"438","5_seqloc_H3_2134713_D3_2108674_44","UKENSO_SW_TP000004",2134713,12,8,"D3","D",3,"2108674-44","12122021:0935","PORTSMOUTH AND HAVANT   STW",NA,"SAMPLE",12036.99814,35.30209218,36.22967333,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,470951,105443,"Composite",-0.99362372970752,50.8441698885972,0.944755381059783,0.0211626240359695,12,0.00199572711755836,0.00172316887914392,10
"439","5_seqloc_H4_2134713_D4_2108478_38","UKENNW_UU_TP000024",2134713,12,8,"D4","D",4,"2108478-38","12122021:0800","BURNLEY STW",NA,"SAMPLE",6428.729134,36.22197782,37.30990681,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,382849,435121,"Composite",-2.26195206287799,53.8120887230245,0.924824436854829,0.0111370611267338,12,0.0727273296400053,0.0188589179148718,10
"440","5_seqloc_H5_2134713_D5_2110532_06","UKENAN_AW_TP000016",2134713,12,8,"D5","D",5,"2110532-06","12122021:0910","BEDFORD STW",NA,"SAMPLE",3147.049332,38.66822122,37.2224672,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,508487,249332,"Grab",-0.416480122942762,52.1316526571318,0.830769230769231,0.5,2,0.666666666666667,0.5,2
"441","5_seqloc_H6_2134713_D6_2108676_46","UKENSO_SW_TP000006",2134713,12,8,"D6","D",6,"2108676-46","12122021:1205","ANDOVER STW",NA,"SAMPLE",5534.4,37.158,36.689,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,437251,141673,"Composite",-1.46853830695771,51.1730890454316,0.985697203826343,0.0611272403803728,10,0.000248898231146007,0.000257020886174473,10
"442","5_seqloc_H7_2134713_D7_2108668_45","UKENSO_SW_TP000013",2134713,12,8,"D7","D",7,"2108668-45","12122021:1055","EASTLEIGH   STW",NA,"SAMPLE",5338.4,36.912,37.013,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,446839,117931,"Composite",-1.33446673759446,50.9589091875005,0.820419562252387,0.0673828935897459,12,0.000145807507770698,0.000204498977505112,10
"443","5_seqloc_H8_2134713_D8_2108671_30","UKENSO_SW_TP000011",2134713,12,8,"D8","D",8,"2108671-30","12122021:1416","TOTTON, MARCHWOOD, HYTHE, CADNAM STW""",NA,"SAMPLE",7412,36.27,36.656,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,438275,111125,"Composite",-1.45710919417713,50.8983408654957,0.934697601668405,0.0394492519700631,12,0.0501672469532801,0.0578717571456087,10
"444","5_seqloc_H9_2134713_D9_2108720_46","UKENSO_SW_TP000107",2134713,12,8,"D9","D",9,"2108720-46","12122021:0905","CHICHESTER STW",NA,"SAMPLE",25833.6,34.862,34.224,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,484315,103918,"Grab",-0.804200621128167,50.8286687743466,0.999821364773133,0.000484496124030962,12,0.000128680011819091,5.42005420054201e-05,10
"445","6_seqloc_A10_2134712_A10_2110563_05","UKENAN_AW_TP000248",2134712,12,8,"A10","A",10,"2110563-05","12122021:0905","STAMFORD STW",NA,"SAMPLE",9409.874878,35.12830353,36.09234238,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,507099,306497,"Grab",-0.418494552358351,52.6456483889926,0.974926442369195,0.0327610181362631,11,0.000666149390597259,0.000161829892122951,10
"446","6_seqloc_A11_2134712_A11_2110541_08","UKENAN_AW_TP000115",2134712,12,8,"A11","A",11,"2110541-08","12122021:1001","GREAT YARMOUTH (CAISTER) STW",NA,"SAMPLE",15047.63885,34.36795044,35.44506836,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,651859,311135,"Grab",1.72111980821006,52.6394497603057,1,0,12,0.000222048552962922,8.98472596585804e-05,10
"447","6_seqloc_A2_2134712_A2_2110549_06","UKENAN_AW_TP000160",2134712,12,8,"A2","A",2,"2110549-06","12122021:0820","LETCHWORTH STW",NA,"SAMPLE",186031.8945,30.47767448,31.62613678,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,520724,234620,"Grab",-0.242987409984982,51.9969104782476,0.475357885158078,0.0974774988413823,12,0.730568954543098,0.0441397616733373,10
"448","6_seqloc_A3_2134712_A3_2110557_07","UKENAN_AW_TP000201",2134712,12,8,"A3","A",3,"2110557-07","12122021:0935","OAKHAM STW",NA,"SAMPLE",8548.036194,35.89709473,35.49633408,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,487388,308694,"Grab",-0.709155366405318,52.6689226664061,0.89831728947169,0.0348491666441447,12,0.329405555053339,0.0551471987591361,10
"449","6_seqloc_A4_2134712_A4_2110601_04","UKENAN_AW_TP000051",2134712,12,8,"A4","A",4,"2110601-04","12122021:0943","CHALTON STW",NA,"SAMPLE",256877.9297,30.36157417,30.54570961,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,502806,226864,"Grab",-0.506189389020668,51.9308046902526,0.971598232687019,0.00955238568045117,12,0.021134628078363,0.00328451231183251,10
"450","6_seqloc_A6_2134712_A6_2110535_21","UKENAN_AW_TP000028",2134712,12,8,"A6","A",6,"2110535-21","12122021:1130","BRACKLEY   STW",NA,"SAMPLE",382887.1484,29.88790131,29.78794479,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,460045,236099,"Grab",-1.12639024084289,52.0200716365554,0.888373815425591,0.0207187151437734,12,0.0885449303938393,0.0103799187994857,10
"451","6_seqloc_B1_2134712_B1_2109649_44","UKENMI_ST_TP000137",2134712,12,8,"B1","B",1,"2109649-44","12122021:1415","LOUGHBOROUGH STW",NA,"SAMPLE",283856.3086,29.98731232,30.68601418,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,453099,321301,"Grab",-1.21411323214897,52.7866799647627,0.580840660098594,0.0724704322513607,12,0.520038705767672,0.0404317512473923,10
"452","6_seqloc_B10_2134712_B10_2109647_28","UKENMI_ST_TP000017",2134712,12,8,"B10","B",10,"2109647-28","12122021:1100","MALVERN   STW",NA,"SAMPLE",161089.1895,31.24798393,31.09286118,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,379689,244931,"Grab",-2.29794323639755,52.1023363982158,0.984620512803588,0.00327870449686648,12,0.0188056198695098,0.00292046247208119,10
"453","6_seqloc_B11_2134712_B11_2108415_39","UKENMI_ST_TP000141",2134712,12,8,"B11","B",11,"2108415-39","12122021:1045","LYDNEY STW",NA,"SAMPLE",28329.33594,34.15351105,33.58168411,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,363649,200551,"Grab",-2.52741381195547,51.7025150074676,0.995960606581001,0.00298647432768805,12,6.11460258440811e-05,7.93021411578113e-05,10
"454","6_seqloc_B2_2134712_B2_2109643_22","UKENMI_ST_TP000099",2134712,12,8,"B2","B",2,"2109643-22","12122021:1150","GLOUCESTER NetheridgeSTW",NA,"SAMPLE",130506.3086,31.78476906,31.24653053,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,380829,216121,"Grab",-2.27968129845798,51.8433573394344,0.928007296054795,0.0145223195243203,12,0.0132666539096243,0.00493826999215994,10
"455","6_seqloc_B3_2134712_B3_2109635_07","UKENMI_ST_TP000020",2134712,12,8,"B3","B",3,"2109635-07","12122021:1200","BARSTON STW",NA,"SAMPLE",17269.04602,34.01215556,35.57234832,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,419399,280281,"Grab",-1.71617991206752,52.4201803686982,0.928657085874424,0.0247899107496969,12,0.0944908507467556,0.0201810549083879,10
"456","6_seqloc_B4_2134712_B4_2108406_32","UKENMI_ST_TP000068",2134712,12,8,"B4","B",4,"2108406-32","12122021:1100","COVENTRY STW",NA,"SAMPLE",27526.42212,33.33615875,34.74779892,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,433599,273701,"Grab",-1.5080448888,52.3603427067643,0.746707872559606,0.0761028824737639,11,0.724148838266284,0.101087186939528,10
"457","6_seqloc_B5_2134712_B5_2108416_35","UKENMI_ST_TP000143",2134712,12,8,"B5","B",5,"2108416-35","12122021:1100","MANSFIELD STW",NA,"SAMPLE",48158.33008,33.1995163,32.86872864,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,454829,362421,"Grab",-1.18151359072287,53.1561062058359,1,0,7,0.0341085271317829,0.0101744186046512,4
"458","6_seqloc_B6_2134712_B6_2109633_28","UKENMI_ST_TP000003",2134712,12,8,"B6","B",6,"2109633-28","12122021:0932","ALFRETON STW",NA,"SAMPLE",21470.54138,34.92459106,33.80853271,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,441319,356891,"Grab",-1.38424501740418,53.1076166287584,0.99979061099711,0.000395966950767387,12,0.000321035692362651,0.000427580302438651,10
"459","6_seqloc_B7_2134712_B7_2109662_14","UKENMI_ST_TP000242",2134712,12,8,"B7","B",7,"2109662-14","12122021:1200","WORKSOP STW",NA,"SAMPLE",13440.1709,35.10459137,34.87924194,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,461019,378861,"Grab",-1.0858161484892,53.3031917554709,0.999947987100801,9.24556213018901e-06,10,0,0,6
"460","6_seqloc_B8_2134712_B8_2110685_07","UKENSO_SW_TP000083",2134712,12,8,"B8","B",8,"2110685-07","12122021:1055","WORTHING   STW",NA,"SAMPLE",61995.56396,32.44064713,32.86181641,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,517007,103642,"Grab",-0.340281961825252,50.8205102005352,0.967779511886182,0.0164121486834853,12,0.00105434972505046,0.000969893172002397,10
"461","6_seqloc_B9_2134712_B9_2108475_48","UKENMI_ST_TP000256",2134712,12,8,"B9","B",9,"2108475-48","12122021:0845","CHELTENHAM STW",NA,"SAMPLE",88546.3916,31.92541695,32.27141571,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,389929,224861,"Grab",-2.14784892920013,51.9221774933738,0.969687232219366,0.0145606963420918,12,0.0523944128741338,0.0306861389598202,10
"462","6_seqloc_C1_2134712_C1_2109636_16","UKENMI_ST_TP000222",2134712,12,8,"C1","C",1,"2109636-16","12122021:1230","LEICESTER STW",NA,"SAMPLE",10827.23274,34.78701945,36.14325822,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,459849,311851,"Grab",-1.11576021737002,52.701034031311,0.947063148435585,0.0289201755760125,12,0.132199308530715,0.0367079115110611,10
"463","6_seqloc_C11_2134712_C11_2109669_10","UKENMI_ST_TP000139",2134712,12,8,"C11","C",11,"2109669-10","12122021:1030","LUDLOW STW",NA,"SAMPLE",6841.098633,35.45289993,36.95074463,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,351699,273041,"Grab",-2.71058159260636,52.3532940844237,0.999960699548045,1.49772346033916e-05,12,0.000113622992292758,0.000120772946859903,9
"464","6_seqloc_C2_2134712_C2_2108429_39","UKENMI_ST_TP000207",2134712,12,8,"C2","C",2,"2108429-39","12122021:1110","STOKE ON TRENT (STRONGFORD) STW",NA,"SAMPLE",6969.53186,36.38858414,35.68619919,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,387819,339051,"Grab",-2.18273370390406,52.9487009174856,0.909005372264546,0.100255493408745,11,0.21540004083815,0.130981683868387,10
"465","6_seqloc_C3_2134712_C3_2109664_25","UKENMI_ST_TP000152",2134712,12,8,"C3","C",3,"2109664-25","12122021:0905","MELTON MOWBRAY STW",NA,"SAMPLE",7621.19873,36.03867722,35.70026398,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,473489,318281,"Grab",-0.912507442976481,52.7571500473344,1,0,4,0,0,2
"466","6_seqloc_C4_2134712_C4_2109668_39","UKENMI_ST_TP000233",2134712,12,8,"C4","C",4,"2109668-39","12122021:1105","WIGSTON STW",NA,"SAMPLE",46346.42334,33.02039337,33.15080643,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,459419,297141,"Grab",-1.12476474163217,52.5688579866246,0.999978427354115,1.38975251431002e-05,12,0.000150735597838743,7.47709551079638e-05,10
"467","6_seqloc_C5_2134712_C5_2109658_15","UKENMI_ST_TP000120",2134712,12,8,"C5","C",5,"2109658-15","12122021:0915","KIDDERMINSTER STW",NA,"SAMPLE",11889.28528,34.98386765,35.39638901,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,382559,273751,"Grab",-2.25753992515573,52.3615338501677,0.752231949380255,0.105861628171744,12,0,0,9
"468","6_seqloc_C7_2134712_C7_2109665_27","UKENMI_ST_TP000167",2134712,12,8,"C7","C",7,"2109665-27","12122021:1001","OSWESTRY (Mile Oak) STW",NA,"SAMPLE",7865.780334,36.2493248,35.47127151,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,330219,327121,"Grab",-3.03732616628333,52.8370650721785,0.999974311549527,2.69949249541527e-05,12,0,0,10
"469","6_seqloc_C8_2134712_C8_2109634_42","UKENMI_ST_TP000036",2134712,12,8,"C8","C",8,"2109634-42","10122021:1030","BRANCOTE STW",NA,"SAMPLE",7172.917175,35.97461319,35.93247604,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,395499,322271,"Grab",-2.06819636901443,52.7979806329148,0.9848620726764,0.0184655423666074,12,8.52483699590852e-05,0.000195098194664479,10
"470","6_seqloc_C9_2134712_C9_2109644_16","UKENMI_ST_TP000180",2134712,12,8,"C9","C",9,"2109644-16","12122021:1035","STOURBRIDGE & HALESOWEN   STW",NA,"SAMPLE",14444.70764,34.43644714,35.4967041,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,387079,283821,"Grab",-2.1915578234511,52.4521894930423,0.915473622278878,0.1,10,0,0,3
"471","6_seqloc_D1_2134712_D1_2110515_04","UKENSW_WXW_TP000077",2134712,12,8,"D1","D",1,"2110515-04","12122021:0600","SHEPTON MALLET STW",NA,"SAMPLE",6423.274841,36.06064606,36.18828964,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,360049,143971,"Composite",-2.57309744008486,51.1935537193283,0.843016090091003,0.0734116092039354,12,0.000107271440978591,6.95410292072323e-05,10
"472","6_seqloc_D10_2134712_D10_2108819_40","UKENSW_WXW_TP000038",2134712,12,8,"D10","D",10,"2108819-40","12122021:0700","BOURNEMOUTH (HOLDENHURST) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,413049,95051,"Grab",-1.81638005860598,50.7549122027477,-1,-1,-1,NA,-1,-1
"473","6_seqloc_D11_2134712_D11_2110509_11","UKENSW_WXW_TP000005",2134712,12,8,"D11","D",11,"2110509-11","12122021:0600","BATH   STW",NA,"SAMPLE",8182.168274,35.80516434,35.6986084,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,369299,168221,"Composite",-2.44282521071152,51.412171331457,0.819846308052122,0.112058024458549,12,0.00546795476194574,0.0109579292053145,10
"474","6_seqloc_D5_2134712_D5_2108825_41","UKENSW_WXW_TP000084",2134712,12,8,"D5","D",5,"2108825-41","12122021:0800","SWANAGE STW",NA,"SAMPLE",11542.67059,34.99188614,35.4923172,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,403559,78651,"Composite",-1.95106504912612,50.607565369161,1,0,11,7.3268513365487e-05,1.64527805199079e-05,10
"475","6_seqloc_D6_2134712_D6_2109638_27","UKENMI_ST_TP000163",2134712,12,8,"D6","D",6,"2109638-27","12122021:1100","NOTTINGHAM STW",NA,"SAMPLE",42514.62158,33.05981064,33.39192581,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,464729,342221,"Grab",-1.03753964443457,52.9734438353373,0.415149437546025,0.111249940419774,12,0.592362616071039,0.0677283206501706,8
"476","6_seqloc_D7_2134712_D7_2109646_23","UKENMI_ST_TP000184",2134712,12,8,"D7","D",7,"2109646-23","12122021:1100","TELFORD   STW",NA,"SAMPLE",55656.16455,32.952034,32.66665649,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,361299,313701,"Grab",-2.57439482233463,52.719567744108,0.982711098338384,0.0118625447494462,12,0.000569570855592606,0.000925092687201791,10
"477","6_seqloc_D8_2134712_D8_2108404_46","UKENMI_ST_TP000060",2134712,12,8,"D8","D",8,"2108404-46","12122021:1100","TELFORD SOUTH   STW",NA,"SAMPLE",12486.49292,35.05780792,35.14538193,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,370979,301401,"Grab",-2.43000313632384,52.609605720345,1,0,4,0,0,4
"478","6_seqloc_D9_2134712_D9_2109667_23","UKENMI_ST_TP000130",2134712,12,8,"D9","D",9,"2109667-23","12122021:1100","LEEK STW",NA,"SAMPLE",33622.66357,33.79375458,33.38838196,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,398109,353971,"Grab",-2.02968290081387,53.0829559951905,0.859207015195586,0.0329284746572258,12,0.208164858873381,0.0348053048546607,10
"479","6_seqloc_E1_2134712_E1_2110505_20","UKENSW_WXW_TP000101",2134712,12,8,"E1","E",1,"2110505-20","12122021:1000","WEYMOUTH STW",NA,"SAMPLE",111720.6104,31.27151489,32.38995743,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,366380,76721,"Composite",-2.47629076565153,50.5892445373511,0.911767709615519,0.0171925166048197,12,0.0222022965535141,0.00747461455213686,10
"480","6_seqloc_E10_2134712_E10_2108826_45","UKENSW_WXW_TP000085",2134712,12,8,"E10","E",10,"2108826-45","12122021:0800","BLANDFORD FORUM   STW",NA,"SAMPLE",61728.51318,32.34627151,33.0122757,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,391729,102961,"Composite",-2.11879782532399,50.8261267484328,0.999899358771602,0.000186101456278318,12,0.0217795286278257,0.0186337961607778,10
"481","6_seqloc_E11_2134712_E11_2108828_27","UKENSW_WXW_TP000092",2134712,12,8,"E11","E",11,"2108828-27","12122021:0600","TROWBRIDGE STW",NA,"SAMPLE",30649.9292,34.55336761,33.18267059,-2,"EA","2134712 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_6_2134712","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,384769,158051,"Composite",-2.21995241183399,51.3213565134839,0.923578472317455,0.0209548192411439,12,0.000217683690879418,0.000128068303094984,10
